time,P,G(i),H_sun,T2m,WS10m,Int
20231022:1611,159.39,206.15,9.34,12.39,2.0,0.0
20231022:1711,0.0,0.0,0.0,11.67,2.21,0.0
20231022:1811,0.0,0.0,0.0,10.7,2.41,0.0
20231022:1911,0.0,0.0,0.0,10.39,2.9,0.0
20231022:2011,0.0,0.0,0.0,10.2,3.03,0.0
20231022:2111,0.0,0.0,0.0,10.09,3.17,0.0
20231022:2211,0.0,0.0,0.0,10.18,3.24,0.0
20231022:2311,0.0,0.0,0.0,10.48,3.38,0.0
20231023:0011,0.0,0.0,0.0,10.73,3.52,0.0
20231023:0111,0.0,0.0,0.0,10.96,3.72,0.0
20231023:0211,0.0,0.0,0.0,11.28,4.0,0.0
20231023:0311,0.0,0.0,0.0,11.47,4.07,0.0
20231023:0411,0.0,0.0,0.0,11.48,3.93,0.0
20231023:0511,0.0,0.0,0.0,11.5,3.86,0.0
20231023:0611,0.0,0.0,0.0,11.53,3.86,0.0
20231023:0711,0.0,0.0,0.0,11.36,3.31,0.0
20231023:0811,14.88,30.35,7.17,11.5,3.45,0.0
20231023:0911,19.63,36.79,14.53,11.42,3.1,0.0
20231023:1011,21.71,39.55,20.43,11.39,3.03,0.0
20231023:1111,29.57,49.67,24.39,11.32,2.97,0.0
20231023:1211,27.36,46.91,25.97,11.54,2.34,0.0
20231023:1311,16.87,33.11,24.99,11.46,1.24,0.0
20231023:1411,51.05,76.34,21.57,11.7,0.9,0.0
20231023:1511,21.65,39.55,16.08,11.73,1.59,0.0
20231023:1611,2.91,11.96,9.02,11.49,2.0,0.0
20231023:1711,0.0,0.0,0.0,11.07,2.41,0.0
20231023:1811,0.0,0.0,0.0,10.56,2.41,0.0
20231023:1911,0.0,0.0,0.0,10.49,2.41,0.0
20231023:2011,0.0,0.0,0.0,10.28,2.41,0.0
20231023:2111,0.0,0.0,0.0,9.67,2.21,0.0
20231023:2211,0.0,0.0,0.0,9.25,2.14,0.0
20231023:2311,0.0,0.0,0.0,9.08,2.07,0.0
20231024:0011,0.0,0.0,0.0,8.9,1.93,0.0
20231024:0111,0.0,0.0,0.0,8.53,1.79,0.0
20231024:0211,0.0,0.0,0.0,8.2,1.72,0.0
20231024:0311,0.0,0.0,0.0,7.75,1.66,0.0
20231024:0411,0.0,0.0,0.0,7.16,1.59,0.0
20231024:0511,0.0,0.0,0.0,6.58,1.52,0.0
20231024:0611,0.0,0.0,0.0,5.97,1.31,0.0
20231024:0711,0.0,0.0,0.0,6.66,1.03,0.0
20231024:0811,9.35,22.07,6.89,6.95,0.9,0.0
20231024:0911,8.67,21.15,14.23,8.11,0.97,0.0
20231024:1011,68.9,96.57,20.11,9.07,1.17,0.0
20231024:1111,41.6,64.38,24.05,10.03,1.1,0.0
20231024:1211,166.76,210.14,25.62,11.09,0.9,0.0
20231024:1311,196.15,244.3,24.64,11.65,0.76,0.0
20231024:1411,211.74,262.45,21.23,12.04,0.62,0.0
20231024:1511,191.27,237.96,15.75,11.66,1.1,0.0
20231024:1611,145.58,189.55,8.71,11.16,1.17,0.0
20231024:1711,0.0,0.0,0.0,10.53,0.83,0.0
20231024:1811,0.0,0.0,0.0,9.67,0.48,0.0
20231024:1911,0.0,0.0,0.0,8.4,1.24,0.0
20231024:2011,0.0,0.0,0.0,8.78,0.62,0.0
20231024:2111,0.0,0.0,0.0,8.45,0.41,0.0
20231024:2211,0.0,0.0,0.0,5.79,1.31,0.0
20231024:2311,0.0,0.0,0.0,4.84,1.24,0.0
20231025:0011,0.0,0.0,0.0,4.99,1.1,0.0
20231025:0111,0.0,0.0,0.0,4.79,1.1,0.0
20231025:0211,0.0,0.0,0.0,4.97,1.17,0.0
20231025:0311,0.0,0.0,0.0,5.2,1.24,0.0
20231025:0411,0.0,0.0,0.0,5.38,1.03,0.0
20231025:0511,0.0,0.0,0.0,5.41,0.97,0.0
20231025:0611,0.0,0.0,0.0,5.56,1.24,0.0
20231025:0711,0.0,0.0,0.0,5.2,1.24,0.0
20231025:0811,11.35,24.83,6.61,5.43,1.1,0.0
20231025:0911,47.2,70.07,13.93,6.4,1.59,0.0
20231025:1011,288.64,341.42,19.79,7.58,2.21,0.0
20231025:1111,65.26,91.97,23.71,8.66,2.76,0.0
20231025:1211,99.09,131.17,25.28,9.59,4.0,0.0
20231025:1311,75.71,104.85,24.29,10.66,3.72,0.0
20231025:1411,76.77,106.4,20.89,11.27,2.69,0.0
20231025:1511,22.43,40.47,15.43,11.31,3.17,0.0
20231025:1611,5.03,15.64,8.4,11.07,2.9,0.0
20231025:1711,0.0,0.0,0.0,10.53,2.76,0.0
20231025:1811,0.0,0.0,0.0,10.29,3.17,0.0
20231025:1911,0.0,0.0,0.0,10.46,3.93,0.0
20231025:2011,0.0,0.0,0.0,10.42,3.93,0.0
20231025:2111,0.0,0.0,0.0,10.36,3.31,0.0
20231025:2211,0.0,0.0,0.0,10.19,2.41,0.0
20231025:2311,0.0,0.0,0.0,10.0,1.66,0.0
20231026:0011,0.0,0.0,0.0,9.8,1.79,0.0
20231026:0111,0.0,0.0,0.0,9.41,1.86,0.0
20231026:0211,0.0,0.0,0.0,9.05,1.86,0.0
20231026:0311,0.0,0.0,0.0,8.8,1.93,0.0
20231026:0411,0.0,0.0,0.0,8.55,2.0,0.0
20231026:0511,0.0,0.0,0.0,8.45,2.14,0.0
20231026:0611,0.0,0.0,0.0,8.64,2.07,0.0
20231026:0711,0.0,0.0,0.0,9.48,2.28,0.0
20231026:0811,8.59,21.15,6.33,9.78,2.48,0.0
20231026:0911,389.44,464.18,13.63,10.27,2.48,0.0
20231026:1011,142.31,180.26,19.47,10.86,3.31,0.0
20231026:1111,164.92,206.84,23.38,11.33,2.48,0.0
20231026:1211,253.1,307.39,24.93,11.85,2.55,0.0
20231026:1311,143.15,183.15,23.95,12.16,2.21,0.0
20231026:1411,324.28,391.49,20.55,12.86,2.21,0.0
20231026:1511,169.4,212.54,15.11,12.49,2.62,0.0
20231026:1611,175.69,225.6,8.1,11.74,2.41,0.0
20231026:1711,0.0,0.0,0.0,10.94,1.93,0.0
20231026:1811,0.0,0.0,0.0,10.02,1.93,0.0
20231026:1911,0.0,0.0,0.0,9.58,1.79,0.0
20231026:2011,0.0,0.0,0.0,9.02,1.86,0.0
20231026:2111,0.0,0.0,0.0,8.57,1.93,0.0
20231026:2211,0.0,0.0,0.0,8.29,1.93,0.0
20231026:2311,0.0,0.0,0.0,8.14,1.93,0.0
20231027:0011,0.0,0.0,0.0,7.81,2.0,0.0
20231027:0111,0.0,0.0,0.0,7.67,2.0,0.0
20231027:0211,0.0,0.0,0.0,7.87,2.07,0.0
20231027:0311,0.0,0.0,0.0,8.01,2.14,0.0
20231027:0411,0.0,0.0,0.0,8.14,2.14,0.0
20231027:0511,0.0,0.0,0.0,8.16,2.14,0.0
20231027:0611,0.0,0.0,0.0,8.25,2.21,0.0
20231027:0711,0.0,0.0,0.0,7.79,1.93,0.0
20231027:0811,70.58,99.55,6.05,7.89,1.93,0.0
20231027:0911,222.66,269.35,13.33,8.79,2.0,0.0
20231027:1011,486.76,579.2,19.16,10.19,2.34,0.0
20231027:1111,384.19,455.92,23.05,11.56,3.66,0.0
20231027:1211,524.62,626.72,24.59,12.3,3.52,0.0
20231027:1311,410.04,489.08,23.61,12.75,3.66,0.0
20231027:1411,41.91,65.3,20.22,12.73,4.07,0.0
20231027:1511,6.12,17.47,14.8,12.09,3.31,0.0
20231027:1611,27.79,47.63,7.8,11.59,3.24,0.0
20231027:1711,0.0,0.0,0.0,11.12,3.1,0.0
20231027:1811,0.0,0.0,0.0,10.56,2.9,0.0
20231027:1911,0.0,0.0,0.0,10.14,2.34,0.0
20231027:2011,0.0,0.0,0.0,9.62,2.21,0.0
20231027:2111,0.0,0.0,0.0,9.22,2.14,0.0
20231027:2211,0.0,0.0,0.0,9.07,2.21,0.0
20231027:2311,0.0,0.0,0.0,8.87,2.21,0.0
20231028:0011,0.0,0.0,0.0,8.77,2.28,0.0
20231028:0111,0.0,0.0,0.0,9.01,2.48,0.0
20231028:0211,0.0,0.0,0.0,9.27,2.55,0.0
20231028:0311,0.0,0.0,0.0,9.49,2.69,0.0
20231028:0411,0.0,0.0,0.0,9.61,2.83,0.0
20231028:0511,0.0,0.0,0.0,9.72,2.9,0.0
20231028:0611,0.0,0.0,0.0,9.81,2.9,0.0
20231028:0711,0.0,0.0,0.0,9.25,2.83,0.0
20231028:0811,128.59,168.55,5.77,9.2,2.97,0.0
20231028:0911,325.17,386.74,13.04,9.95,3.1,0.0
20231028:1011,82.13,112.14,18.84,10.92,4.07,0.0
20231028:1111,576.08,687.53,22.72,11.81,3.66,0.0
20231028:1211,548.58,657.03,24.25,12.35,3.38,0.0
20231028:1311,109.12,144.39,23.28,12.77,3.45,0.0
20231028:1411,243.44,295.77,19.9,12.46,3.31,0.0
20231028:1511,51.2,76.39,14.49,11.97,2.69,0.0
20231028:1611,30.89,51.65,7.51,11.33,2.34,0.0
20231028:1711,0.0,0.0,0.0,10.54,2.07,0.0
20231028:1811,0.0,0.0,0.0,9.9,1.79,0.0
20231028:1911,0.0,0.0,0.0,9.52,1.59,0.0
20231028:2011,0.0,0.0,0.0,8.98,1.31,0.0
20231028:2111,0.0,0.0,0.0,8.72,0.83,0.0
20231028:2211,0.0,0.0,0.0,8.58,0.55,0.0
20231028:2311,0.0,0.0,0.0,8.79,0.34,0.0
20231029:0011,0.0,0.0,0.0,8.96,0.14,0.0
20231029:0111,0.0,0.0,0.0,8.84,0.21,0.0
20231029:0211,0.0,0.0,0.0,8.23,0.62,0.0
20231029:0311,0.0,0.0,0.0,7.51,0.76,0.0
20231029:0411,0.0,0.0,0.0,6.67,0.9,0.0
20231029:0511,0.0,0.0,0.0,5.77,0.97,0.0
20231029:0611,0.0,0.0,0.0,4.9,0.97,0.0
20231029:0711,0.0,0.0,0.0,3.51,1.59,0.0
20231029:0811,125.36,161.62,5.49,3.34,1.45,0.0
20231029:0911,336.96,397.32,12.74,5.45,1.03,0.0
20231029:1011,477.76,569.3,18.53,8.15,1.17,0.0
20231029:1111,266.01,320.24,22.39,9.42,1.31,0.0
20231029:1211,624.55,764.79,23.92,10.17,1.24,0.0
20231029:1311,388.36,465.03,22.94,10.51,1.52,0.0
20231029:1411,285.84,344.78,19.58,10.95,1.52,0.0
20231029:1511,10.38,23.91,14.18,10.93,1.38,0.0
20231029:1611,1.08,8.28,7.22,10.74,1.24,0.0
20231029:1711,0.0,0.0,0.0,10.17,1.31,0.0
20231029:1811,0.0,0.0,0.0,9.04,1.24,0.0
20231029:1911,0.0,0.0,0.0,7.6,1.24,0.0
20231029:2011,0.0,0.0,0.0,6.95,1.52,0.0
20231029:2111,0.0,0.0,0.0,6.41,1.72,0.0
20231029:2211,0.0,0.0,0.0,6.5,1.79,0.0
20231029:2311,0.0,0.0,0.0,6.34,1.93,0.0
20231030:0011,0.0,0.0,0.0,7.03,2.0,0.0
20231030:0111,0.0,0.0,0.0,7.06,1.93,0.0
20231030:0211,0.0,0.0,0.0,7.18,2.0,0.0
20231030:0311,0.0,0.0,0.0,7.2,2.0,0.0
20231030:0411,0.0,0.0,0.0,7.45,2.07,0.0
20231030:0511,0.0,0.0,0.0,7.45,2.07,0.0
20231030:0611,0.0,0.0,0.0,7.55,2.14,0.0
20231030:0711,0.0,0.0,0.0,6.96,1.66,0.0
20231030:0811,137.49,178.67,5.22,7.19,1.59,0.0
20231030:0911,41.66,63.92,12.45,8.25,1.38,0.0
20231030:1011,159.36,198.97,18.22,9.73,1.72,0.0
20231030:1111,402.75,480.66,22.07,10.98,2.14,0.0
20231030:1211,305.95,368.97,23.59,11.68,1.86,0.0
20231030:1311,432.76,521.56,22.62,11.97,1.66,0.0
20231030:1411,112.2,147.76,19.26,12.31,1.72,0.0
20231030:1511,140.97,180.28,13.88,12.02,1.59,0.0
20231030:1611,73.75,104.71,6.93,11.2,1.72,0.0
20231030:1711,0.0,0.0,0.0,10.23,1.24,0.0
20231030:1811,0.0,0.0,0.0,9.66,1.17,0.0
20231030:1911,0.0,0.0,0.0,8.79,0.97,0.0
20231030:2011,0.0,0.0,0.0,8.86,0.62,0.0
20231030:2111,0.0,0.0,0.0,8.69,0.62,0.0
20231030:2211,0.0,0.0,0.0,7.67,0.83,0.0
20231030:2311,0.0,0.0,0.0,6.07,1.31,0.0
20231031:0011,0.0,0.0,0.0,5.66,1.52,0.0
20231031:0111,0.0,0.0,0.0,5.42,1.59,0.0
20231031:0211,0.0,0.0,0.0,5.17,1.59,0.0
20231031:0311,0.0,0.0,0.0,5.29,1.59,0.0
20231031:0411,0.0,0.0,0.0,5.68,1.45,0.0
20231031:0511,0.0,0.0,0.0,6.01,1.31,0.0
20231031:0611,0.0,0.0,0.0,6.04,1.31,0.0
20231031:0711,0.0,0.0,0.0,6.02,1.38,0.0
20231031:0811,33.22,54.07,4.94,6.09,1.31,0.0
20231031:0911,39.64,61.22,12.16,7.08,1.03,0.0
20231031:1011,464.17,555.72,17.92,9.21,1.1,0.0
20231031:1111,393.35,470.25,21.75,10.57,1.66,0.0
20231031:1211,492.8,590.73,23.26,11.39,2.28,0.0
20231031:1311,248.89,301.63,22.29,11.75,2.9,0.0
20231031:1411,76.8,106.54,18.95,11.78,2.9,0.0
20231031:1511,19.62,36.79,13.58,11.52,3.17,0.0
20231031:1611,19.19,36.27,6.65,11.05,3.59,0.0
20231031:1711,0.0,0.0,0.0,10.72,4.0,0.0
20231031:1811,0.0,0.0,0.0,10.74,4.34,0.0
20231031:1911,0.0,0.0,0.0,11.09,4.0,0.0
20231031:2011,0.0,0.0,0.0,11.49,3.79,0.0
20231031:2111,0.0,0.0,0.0,11.97,4.0,0.0
20231031:2211,0.0,0.0,0.0,12.38,4.21,0.0
20231031:2311,0.0,0.0,0.0,12.54,3.93,0.0
20231101:0011,0.0,0.0,0.0,12.47,3.52,0.0
20231101:0111,0.0,0.0,0.0,12.24,3.17,0.0
20231101:0211,0.0,0.0,0.0,11.78,3.17,0.0
20231101:0311,0.0,0.0,0.0,11.25,3.17,0.0
20231101:0411,0.0,0.0,0.0,10.72,2.97,0.0
20231101:0511,0.0,0.0,0.0,10.04,3.59,0.0
20231101:0611,0.0,0.0,0.0,9.27,5.03,0.0
20231101:0711,0.0,0.0,0.0,9.19,3.31,0.0
20231101:0811,2.49,11.04,4.67,8.14,7.66,0.0
20231101:0911,33.99,54.26,11.87,7.19,6.14,0.0
20231101:1011,342.01,397.34,17.61,7.65,4.83,0.0
20231101:1111,597.77,699.13,21.43,8.53,4.34,0.0
20231101:1211,637.17,749.76,22.94,9.22,4.41,0.0
20231101:1311,98.45,130.2,21.97,9.69,4.76,0.0
20231101:1411,489.76,571.13,18.64,9.56,4.97,0.0
20231101:1511,377.59,445.45,13.29,9.64,4.07,0.0
20231101:1611,121.4,160.28,6.37,9.26,2.97,0.0
20231101:1711,0.0,0.0,0.0,8.74,2.21,0.0
20231101:1811,0.0,0.0,0.0,8.19,1.72,0.0
20231101:1911,0.0,0.0,0.0,7.54,1.24,0.0
20231101:2011,0.0,0.0,0.0,6.82,1.38,0.0
20231101:2111,0.0,0.0,0.0,6.33,1.59,0.0
20231101:2211,0.0,0.0,0.0,6.21,1.66,0.0
20231101:2311,0.0,0.0,0.0,6.14,1.86,0.0
20231102:0011,0.0,0.0,0.0,6.27,2.07,0.0
20231102:0111,0.0,0.0,0.0,6.34,2.07,0.0
20231102:0211,0.0,0.0,0.0,6.36,2.14,0.0
20231102:0311,0.0,0.0,0.0,6.42,2.28,0.0
20231102:0411,0.0,0.0,0.0,6.46,2.41,0.0
20231102:0511,0.0,0.0,0.0,6.67,2.62,0.0
20231102:0611,0.0,0.0,0.0,6.83,2.62,0.0
20231102:0711,0.0,0.0,0.0,7.32,3.1,0.0
20231102:0811,104.21,139.86,4.4,7.35,3.45,0.0
20231102:0911,260.92,309.69,11.58,7.98,3.79,0.0
20231102:1011,465.29,541.99,17.31,8.73,4.28,0.0
20231102:1111,282.62,334.19,21.11,9.53,4.97,0.0
20231102:1211,322.5,378.89,22.62,9.84,5.66,0.0
20231102:1311,246.76,294.52,21.66,9.99,5.72,0.0
20231102:1411,19.07,35.87,18.34,10.24,5.31,0.0
20231102:1511,90.2,120.75,13.0,10.25,4.48,0.0
20231102:1611,18.18,34.78,6.1,9.89,4.28,0.0
20231102:1711,0.0,0.0,0.0,9.33,3.93,0.0
20231102:1811,0.0,0.0,0.0,9.02,3.66,0.0
20231102:1911,0.0,0.0,0.0,8.87,3.31,0.0
20231102:2011,0.0,0.0,0.0,8.81,3.24,0.0
20231102:2111,0.0,0.0,0.0,9.01,3.38,0.0
20231102:2211,0.0,0.0,0.0,9.08,3.66,0.0
20231102:2311,0.0,0.0,0.0,9.09,3.66,0.0
20231103:0011,0.0,0.0,0.0,9.05,3.93,0.0
20231103:0111,0.0,0.0,0.0,9.01,3.86,0.0
20231103:0211,0.0,0.0,0.0,9.21,3.59,0.0
20231103:0311,0.0,0.0,0.0,8.87,3.59,0.0
20231103:0411,0.0,0.0,0.0,8.47,3.93,0.0
20231103:0511,0.0,0.0,0.0,8.0,3.52,0.0
20231103:0611,0.0,0.0,0.0,7.72,2.76,0.0
20231103:0711,0.0,0.0,0.0,6.93,2.69,0.0
20231103:0811,58.34,85.4,4.13,6.79,2.76,0.0
20231103:0911,310.95,367.05,11.3,7.5,2.76,0.0
20231103:1011,512.01,604.75,17.01,8.79,2.55,0.0
20231103:1111,591.89,704.03,20.8,10.0,3.1,0.0
20231103:1211,531.46,629.53,22.3,10.95,3.72,0.0
20231103:1311,518.94,613.84,21.35,11.4,4.14,0.0
20231103:1411,325.82,386.62,18.04,11.28,4.14,0.0
20231103:1511,336.33,401.82,12.72,10.81,3.03,0.0
20231103:1611,134.79,177.45,5.83,10.35,2.48,0.0
20231103:1711,0.0,0.0,0.0,9.48,2.14,0.0
20231103:1811,0.0,0.0,0.0,8.81,2.14,0.0
20231103:1911,0.0,0.0,0.0,8.08,1.86,0.0
20231103:2011,0.0,0.0,0.0,7.59,1.59,0.0
20231103:2111,0.0,0.0,0.0,7.13,1.59,0.0
20231103:2211,0.0,0.0,0.0,6.72,1.72,0.0
20231103:2311,0.0,0.0,0.0,6.41,1.79,0.0
20231104:0011,0.0,0.0,0.0,6.4,2.14,0.0
20231104:0111,0.0,0.0,0.0,6.58,2.41,0.0
20231104:0211,0.0,0.0,0.0,6.83,2.9,0.0
20231104:0311,0.0,0.0,0.0,6.93,3.24,0.0
20231104:0411,0.0,0.0,0.0,7.0,3.52,0.0
20231104:0511,0.0,0.0,0.0,6.96,3.79,0.0
20231104:0611,0.0,0.0,0.0,6.96,4.07,0.0
20231104:0711,0.0,0.0,0.0,7.54,4.69,0.0
20231104:0811,15.45,31.14,3.86,7.51,4.83,0.0
20231104:0911,3.52,12.88,11.02,7.47,4.76,0.0
20231104:1011,12.54,26.67,16.71,7.57,4.48,0.0
20231104:1111,12.53,26.67,20.49,7.64,4.21,0.0
20231104:1211,50.69,74.5,21.99,7.76,3.93,0.0
20231104:1311,137.15,172.32,21.04,7.95,3.93,0.0
20231104:1411,39.08,60.7,17.74,8.06,4.0,0.0
20231104:1511,132.38,166.98,12.44,8.43,4.21,0.0
20231104:1611,97.59,132.28,5.57,8.67,4.34,0.0
20231104:1711,0.0,0.0,0.0,8.38,4.14,0.0
20231104:1811,0.0,0.0,0.0,7.95,3.79,0.0
20231104:1911,0.0,0.0,0.0,7.57,3.45,0.0
20231104:2011,0.0,0.0,0.0,7.4,3.17,0.0
20231104:2111,0.0,0.0,0.0,7.2,2.97,0.0
20231104:2211,0.0,0.0,0.0,6.8,2.69,0.0
20231104:2311,0.0,0.0,0.0,6.44,2.48,0.0
20231105:0011,0.0,0.0,0.0,6.3,2.55,0.0
20231105:0111,0.0,0.0,0.0,6.41,2.62,0.0
20231105:0211,0.0,0.0,0.0,6.71,2.76,0.0
20231105:0311,0.0,0.0,0.0,6.96,2.97,0.0
20231105:0411,0.0,0.0,0.0,7.04,3.1,0.0
20231105:0511,0.0,0.0,0.0,7.31,3.17,0.0
20231105:0611,0.0,0.0,0.0,7.26,2.97,0.0
20231105:0711,0.0,0.0,0.0,7.09,2.83,0.0
20231105:0811,0.0,2.76,3.59,6.85,2.55,0.0
20231105:0911,263.19,313.1,10.74,7.32,2.34,0.0
20231105:1011,477.32,562.75,16.42,8.49,2.34,0.0
20231105:1111,491.79,578.6,20.19,9.48,3.31,0.0
20231105:1211,44.71,68.06,21.68,10.15,3.52,0.0
20231105:1311,12.35,26.67,20.74,10.27,3.17,0.0
20231105:1411,31.18,51.51,17.46,10.42,3.31,0.0
20231105:1511,26.17,45.07,12.17,9.95,4.21,0.0
20231105:1611,19.92,37.23,5.32,9.34,3.52,0.0
20231105:1711,0.0,0.0,0.0,8.5,3.1,0.0
20231105:1811,0.0,0.0,0.0,7.84,3.1,0.0
20231105:1911,0.0,0.0,0.0,7.73,3.24,0.0
20231105:2011,0.0,0.0,0.0,7.68,3.24,0.0
20231105:2111,0.0,0.0,0.0,7.41,3.31,0.0
20231105:2211,0.0,0.0,0.0,7.57,3.66,0.0
20231105:2311,0.0,0.0,0.0,7.54,3.86,0.0
20231106:0011,0.0,0.0,0.0,7.4,3.72,0.0
20231106:0111,0.0,0.0,0.0,7.15,3.66,0.0
20231106:0211,0.0,0.0,0.0,7.24,3.79,0.0
20231106:0311,0.0,0.0,0.0,7.38,3.93,0.0
20231106:0411,0.0,0.0,0.0,7.39,4.0,0.0
20231106:0511,0.0,0.0,0.0,7.47,3.86,0.0
20231106:0611,0.0,0.0,0.0,7.48,3.59,0.0
20231106:0711,0.0,0.0,0.0,7.32,3.45,0.0
20231106:0811,38.19,61.16,3.33,7.26,3.72,0.0
20231106:0911,3.0,11.96,10.46,7.64,3.79,0.0
20231106:1011,174.26,213.01,16.13,8.48,3.93,0.0
20231106:1111,18.49,34.95,19.89,9.11,4.14,0.0
20231106:1211,15.02,30.35,21.38,9.81,4.0,0.0
20231106:1311,88.76,119.6,20.44,10.24,3.66,0.0
20231106:1411,42.57,65.3,17.17,9.7,4.76,0.0
20231106:1511,93.67,124.04,11.9,9.2,4.83,0.0
20231106:1611,50.51,76.22,5.07,8.92,4.48,0.0
20231106:1711,0.0,0.0,0.0,8.29,4.0,0.0
20231106:1811,0.0,0.0,0.0,7.94,3.86,0.0
20231106:1911,0.0,0.0,0.0,7.49,3.31,0.0
20231106:2011,0.0,0.0,0.0,7.2,3.24,0.0
20231106:2111,0.0,0.0,0.0,7.26,3.24,0.0
20231106:2211,0.0,0.0,0.0,7.41,3.38,0.0
20231106:2311,0.0,0.0,0.0,7.59,3.66,0.0
20231107:0011,0.0,0.0,0.0,7.75,3.79,0.0
20231107:0111,0.0,0.0,0.0,7.95,3.86,0.0
20231107:0211,0.0,0.0,0.0,7.79,3.66,0.0
20231107:0311,0.0,0.0,0.0,7.72,3.45,0.0
20231107:0411,0.0,0.0,0.0,7.76,3.38,0.0
20231107:0511,0.0,0.0,0.0,7.61,3.31,0.0
20231107:0611,0.0,0.0,0.0,7.54,3.1,0.0
20231107:0711,0.0,0.0,0.0,7.16,2.83,0.0
20231107:0811,21.06,39.01,3.06,6.97,2.62,0.0
20231107:0911,302.56,357.99,10.18,7.33,2.41,0.0
20231107:1011,404.15,476.12,15.84,8.46,2.14,0.0
20231107:1111,505.18,597.97,19.59,9.38,2.55,0.0
20231107:1211,571.45,678.82,21.08,10.19,3.17,0.0
20231107:1311,27.54,46.91,20.15,10.4,3.52,0.0
20231107:1411,9.79,22.99,16.89,10.54,3.24,0.0
20231107:1511,364.33,435.22,11.64,10.24,2.48,0.0
20231107:1611,50.05,76.16,4.82,9.66,2.0,0.0
20231107:1711,0.0,0.0,0.0,8.85,2.14,0.0
20231107:1811,0.0,0.0,0.0,8.41,2.55,0.0
20231107:1911,0.0,0.0,0.0,8.39,3.03,0.0
20231107:2011,0.0,0.0,0.0,8.42,3.59,0.0
20231107:2111,0.0,0.0,0.0,8.48,4.0,0.0
20231107:2211,0.0,0.0,0.0,8.54,4.34,0.0
20231107:2311,0.0,0.0,0.0,8.66,4.97,0.0
20231108:0011,0.0,0.0,0.0,9.1,5.72,0.0
20231108:0111,0.0,0.0,0.0,9.71,6.41,0.0
20231108:0211,0.0,0.0,0.0,10.37,5.24,0.0
20231108:0311,0.0,0.0,0.0,10.02,6.0,0.0
20231108:0411,0.0,0.0,0.0,8.49,5.03,0.0
20231108:0511,0.0,0.0,0.0,7.9,4.34,0.0
20231108:0611,0.0,0.0,0.0,7.83,3.93,0.0
20231108:0711,0.0,0.0,0.0,7.74,3.52,0.0
20231108:0811,2.14,10.35,2.8,7.44,3.38,0.0
20231108:0911,337.29,396.74,9.91,7.55,3.31,0.0
20231108:1011,490.9,573.6,15.55,8.32,3.52,0.0
20231108:1111,549.04,645.19,19.3,9.2,3.66,0.0
20231108:1211,486.43,566.06,20.79,9.5,5.24,0.0
20231108:1311,149.65,186.95,19.86,9.48,4.48,0.0
20231108:1411,98.16,129.3,16.62,9.37,4.55,0.0
20231108:1511,88.77,118.51,11.38,9.03,3.93,0.0
20231108:1611,3.49,12.88,4.58,8.58,3.93,0.0
20231108:1711,0.0,0.0,0.0,7.92,3.79,0.0
20231108:1811,0.0,0.0,0.0,7.4,3.52,0.0
20231108:1911,0.0,0.0,0.0,6.64,2.9,0.0
20231108:2011,0.0,0.0,0.0,6.22,2.97,0.0
20231108:2111,0.0,0.0,0.0,5.95,3.17,0.0
20231108:2211,0.0,0.0,0.0,5.8,3.38,0.0
20231108:2311,0.0,0.0,0.0,5.86,3.52,0.0
20231109:0011,0.0,0.0,0.0,5.9,3.59,0.0
20231109:0111,0.0,0.0,0.0,5.97,3.52,0.0
20231109:0211,0.0,0.0,0.0,5.86,3.66,0.0
20231109:0311,0.0,0.0,0.0,5.8,3.86,0.0
20231109:0411,0.0,0.0,0.0,5.64,4.07,0.0
20231109:0511,0.0,0.0,0.0,5.71,4.21,0.0
20231109:0611,0.0,0.0,0.0,6.03,4.41,0.0
20231109:0711,0.0,0.0,0.0,5.76,4.07,0.0
20231109:0811,0.0,1.73,2.54,6.22,4.34,0.0
20231109:0911,22.99,40.47,9.64,6.63,4.69,0.0
20231109:1011,6.9,18.39,15.27,7.34,5.59,0.0
20231109:1111,11.24,24.83,19.01,7.53,6.55,0.0
20231109:1211,232.03,275.21,20.5,7.65,5.66,0.0
20231109:1311,155.93,192.61,19.58,7.9,4.28,0.0
20231109:1411,268.39,316.18,16.35,8.16,4.69,0.0
20231109:1511,141.54,176.96,11.13,8.24,4.34,0.0
20231109:1611,41.35,64.98,4.35,8.05,4.28,0.0
20231109:1711,0.0,0.0,0.0,8.02,4.0,0.0
20231109:1811,0.0,0.0,0.0,7.96,3.93,0.0
20231109:1911,0.0,0.0,0.0,7.42,4.07,0.0
20231109:2011,0.0,0.0,0.0,7.66,4.14,0.0
20231109:2111,0.0,0.0,0.0,7.69,4.14,0.0
20231109:2211,0.0,0.0,0.0,7.52,4.41,0.0
20231109:2311,0.0,0.0,0.0,7.64,4.83,0.0
20231110:0011,0.0,0.0,0.0,8.22,5.59,0.0
20231110:0111,0.0,0.0,0.0,8.27,6.34,0.0
20231110:0211,0.0,0.0,0.0,8.1,6.28,0.0
20231110:0311,0.0,0.0,0.0,7.8,6.07,0.0
20231110:0411,0.0,0.0,0.0,7.51,5.79,0.0
20231110:0511,0.0,0.0,0.0,7.38,4.83,0.0
20231110:0611,0.0,0.0,0.0,7.26,4.0,0.0
20231110:0711,0.0,0.0,0.0,7.17,3.66,0.0
20231110:0811,1.28,8.63,2.29,6.96,3.45,0.0
20231110:0911,236.18,282.01,9.37,7.4,3.24,0.0
